Respondent_ID,A1_Organization_Type,A2_Organization_Size,A3_Years_Of_Operation,A4_Number_Of_Employees,A5_Primary_Location,A6_Main_Waste_Type,A7_Formal_Waste_Policy,A8_Responsible_Party,B1_SegregateAtSource,B2_SeparateContainers,B3_LabelledBins,B4_EmployeeUnderstanding,B5_HazardousSeparate,B6_StorageHygiene,C1_MeasurableTargets,C2_MinimizeDisposables,C3_ReusablePreferred,C4_PaperlessProcess,C5_ProcurementConsidersRecyclability,C6_ReuseRepairRefurbish,D1_ScheduledCollection,D2_RecordsMaintained,D3_AuthorisedCollectors,D4_SafeTransport,D5_VerifiesDisposalFacility,D6_OverflowProcedures,E1_RecyclersUsed,E2_MonitorsDiversionRate,E3_OrganicComposted,E4_EmployeesIdentifyRecovery,E5_SupplierPackagingCollab,E6_RecyclingSavingsTracked,F1_RegularTraining,F2_ResponsibilitiesCommunicated,F3_AwarenessProgrammes,F4_EncouragedToReport,F5_ActiveParticipation,F6_IncentivesProvided,G1_ManagementSupport,G2_FinancialResourcesAllocated,G3_ResponsibilitiesAssigned,G4_PerformanceReviewed,G5_EnvObjectivesIntegrated,G6_CorrectiveActionsTaken,H1_AwareOfRules,H2_ComplianceReviewed,H3_LicencesMaintained,H4_ContractorsCompliance,H5_AuditsConducted,H6_NonComplianceDocumented,I1_DigitalRecording,I2_DataAnalysed,I3_KPIsUsed,I4_SmartTechUsed,I5_ReportsSharedWithMgmt,I6_DataBasedDecisions,J1_CommunicatesWithAuthorities,J2_GuidelinesConsidered,J3_CollaboratesWithRecyclers,J4_ContractorsEvaluated,J5_ParticipatesInProgrammes,J6_SuppliersEncouraged,K1_HighCosts,K2_LackOfAwareness,K3_LimitedInfrastructure,K4_InadequateMonitoring,K5_LackOfPersonnel,K6_LimitedRecyclerAccess,K7_InsufficientMgmtSupport,K8_IrregularCollection,B_Section_Score,C_Section_Score,D_Section_Score,E_Section_Score,F_Section_Score,G_Section_Score,H_Section_Score,I_Section_Score,J_Section_Score,K_Barriers_Score,Overall_Maturity_Score
R0053,Hospitality/Services,Micro: Fewer than 10 employees,Less than 3 years,Fewer than 10,Commercial area,Food or organic waste,No,External waste-management agency,4,3,3,3,3,3,2,4,3,2,2,1,3,3,3,,4,3,3,2,2,3,1,3,3,4,3,2,3,2,3,3,3,2,4,3,3,3,3,4,5,2,3,2,3,1,,2,3,4,3,3,3,4,4,4,4,,2,4,3,4,3.17,2.33,3.2,2.33,2.83,3.0,3.33,2.2,3.33,3.57,2.86
R0054,Manufacturing,Medium: 50-249 employees,6-10 years,100-249,Industrial area,Plastic waste,No,Facility management team,3,2,2,2,3,4,2,1,2,3,2,,3,5,2,3,2,3,3,4,4,4,2,4,4,5,4,4,4,3,3,2,2,4,3,2,4,4,4,4,3,5,3,3,3,4,2,,3,3,2,3,4,3,2,3,5,4,5,4,5,3,2.67,2.0,3.0,3.5,4.0,2.67,4.0,3.0,3.0,3.88,3.09
R0055,Manufacturing,Micro: Fewer than 10 employees,Less than 3 years,Fewer than 10,Semi-urban area,Paper and cardboard,Under development,Operations department,5,4,4,4,4,5,4,4,4,4,4,4,3,4,4,2,4,3,3,3,2,2,3,2,2,2,2,4,3,3,2,3,2,2,3,3,2,2,3,3,3,4,3,2,2,3,2,5,3,2,2,4,3,2,3,2,2,1,3,2,2,4,4.33,4.0,3.33,2.5,2.67,2.5,2.83,2.83,2.67,2.38,3.07
R0056,Manufacturing,Micro: Fewer than 10 employees,Less than 3 years,Fewer than 10,Industrial area,Plastic waste,Not sure,External waste-management agency,4,3,3,4,4,4,3,4,4,4,4,4,5,4,3,3,,2,3,3,3,5,3,3,3,4,4,4,4,4,4,4,3,3,4,4,3,2,3,3,3,3,2,3,3,3,3,4,3,2,3,2,2,2,4,2,2,3,2,3,2,3,3.67,3.83,3.4,3.33,3.83,3.67,2.83,3.0,2.33,2.62,3.32
R0057,Information Technology,Micro: Fewer than 10 employees,Less than 3 years,Fewer than 10,Urban area,Paper and cardboard,No,External waste-management agency,3,4,3,3,3,5,3,2,1,2,1,1,3,4,3,4,4,4,3,4,3,4,4,3,3,2,3,3,2,2,3,3,3,3,3,4,3,4,5,3,5,4,,5,3,4,4,4,3,4,4,3,3,3,2,3,4,2,3,3,3,4,3.5,1.67,3.67,3.5,2.5,3.17,4.0,4.0,3.33,3.0,3.26
R0058,Healthcare,Large: 250 employees or more,11-20 years,250 or more,Urban area,Paper and cardboard,Under development,Environmental or sustainability department,3,4,4,4,4,5,3,4,5,5,4,5,4,4,3,4,4,3,4,4,5,5,4,4,4,3,4,4,4,4,5,5,4,5,4,3,4,5,3,3,3,4,5,4,4,3,3,4,4,3,3,3,4,3,3,3,2,3,3,4,4,3,4.0,4.33,3.67,4.33,3.83,4.33,3.67,3.83,3.33,3.12,3.92
R0059,Hospitality/Services,Medium: 50-249 employees,3-5 years,100-249,Urban area,Plastic waste,Under development,External waste-management agency,4,3,3,3,1,3,2,2,3,3,3,1,5,5,3,3,4,4,4,4,1,4,3,3,2,3,3,4,3,3,3,4,4,3,5,4,3,3,4,4,4,3,4,4,4,4,4,3,3,3,2,4,3,4,3,3,4,4,5,3,3,5,2.83,2.33,4.0,3.17,3.0,3.83,3.5,3.83,3.17,3.75,3.3
R0060,Information Technology,Large: 250 employees or more,6-10 years,100-249,Industrial area,Paper and cardboard,Under development,Environmental or sustainability department,3,3,3,2,3,4,4,4,5,2,5,4,4,,3,3,3,3,4,4,4,4,3,4,5,5,5,4,5,3,5,4,4,4,4,3,4,4,3,4,4,4,4,3,4,3,4,1,4,5,4,3,3,4,2,3,3,4,3,3,3,2,3.0,4.0,3.2,3.83,4.5,4.0,3.83,3.17,3.83,2.88,3.71
R0061,Retail,Micro: Fewer than 10 employees,Less than 3 years,Fewer than 10,Commercial area,Food or organic waste,No,External waste-management agency,3,3,2,4,3,4,3,3,2,3,3,3,3,3,2,3,2,3,3,2,2,3,2,3,2,3,4,3,4,4,3,3,3,3,3,3,3,3,4,3,,4,3,3,3,3,3,4,2,2,3,3,2,2,3,2,3,2,2,2,3,3,3.17,2.83,2.67,2.5,3.33,3.0,3.4,3.17,2.33,2.5,2.93
R0062,Information Technology,Small: 10-49 employees,3-5 years,10-49,Commercial area,Paper and cardboard,No,Operations department,4,3,4,4,5,3,3,2,3,4,3,3,4,2,4,3,4,4,5,4,4,5,4,4,2,3,2,2,4,3,2,3,3,3,4,3,5,3,3,3,3,3,4,3,5,4,3,4,3,3,2,3,1,3,3,4,4,4,3,4,3,3,3.83,3.0,3.5,4.33,2.67,3.0,3.33,3.83,2.5,3.5,3.33
R0063,Hospitality/Services,Small: 10-49 employees,6-10 years,10-49,Industrial area,Mixed municipal waste,No,Operations department,3,3,4,4,4,3,,4,3,2,3,4,3,4,3,3,3,4,4,3,3,4,4,3,4,3,5,5,4,4,4,3,3,4,3,4,3,3,3,3,3,3,5,4,4,3,3,4,5,5,4,3,5,4,5,4,2,1,4,4,4,4,3.5,3.2,3.33,3.5,4.17,3.5,3.0,3.83,4.33,3.5,3.6
R0064,Information Technology,Large: 250 employees or more,6-10 years,250 or more,Urban area,Plastic waste,Not sure,External waste-management agency,4,4,4,5,5,4,3,3,4,3,3,4,5,4,3,3,4,3,4,4,4,4,4,3,3,4,3,4,4,2,2,4,3,4,3,3,4,4,3,3,3,5,4,3,4,4,3,3,,3,3,4,2,3,,1,3,4,3,2,2,3,4.33,3.33,3.67,3.83,3.33,3.17,3.67,3.5,3.0,2.57,3.54
R0065,Healthcare,Large: 250 employees or more,6-10 years,100-249,Urban area,Food or organic waste,No,Operations department,3,4,3,3,3,4,4,4,5,5,4,4,4,5,4,4,5,4,4,4,4,4,4,4,4,4,3,3,4,5,3,4,4,5,2,4,4,5,5,5,4,4,3,2,3,3,2,3,4,3,3,4,3,2,4,2,2,4,3,3,3,3,3.33,4.33,4.33,4.0,3.83,3.67,4.5,2.67,3.17,3.0,3.76
R0066,Information Technology,Large: 250 employees or more,11-20 years,250 or more,Urban area,Food or organic waste,Not sure,Facility management team,4,4,3,4,3,4,,5,4,5,5,4,3,3,4,4,3,3,4,2,3,4,3,3,3,3,3,4,4,3,5,4,5,5,5,4,3,4,3,3,3,3,5,4,3,4,4,4,3,2,3,3,3,4,2,3,4,2,2,4,2,4,3.67,4.6,3.33,3.17,3.33,4.67,3.17,4.0,3.0,2.88,3.66
R0067,Manufacturing,Micro: Fewer than 10 employees,6-10 years,10-49,Commercial area,Plastic waste,No,Operations department,3,4,4,5,3,4,2,5,2,3,4,3,3,3,3,4,2,2,4,4,4,3,4,3,4,4,3,4,4,3,3,2,2,3,3,3,3,3,3,3,3,4,4,3,5,3,3,3,4,4,5,3,4,4,5,4,4,3,4,5,4,4,3.83,3.17,2.83,3.67,3.67,2.67,3.17,3.5,4.0,4.12,3.39
R0068,Hospitality/Services,Micro: Fewer than 10 employees,3-5 years,Fewer than 10,Commercial area,Paper and cardboard,No,External waste-management agency,2,3,2,3,4,3,4,5,3,4,3,4,3,4,3,3,3,4,3,3,2,3,3,,5,4,4,5,5,4,3,2,4,2,2,3,3,3,3,3,4,4,4,4,4,3,4,4,3,3,4,3,3,3,3,2,2,2,2,2,2,3,2.83,3.83,3.33,2.8,4.5,2.67,3.33,3.83,3.17,2.25,3.37
R0069,Hospitality/Services,Micro: Fewer than 10 employees,6-10 years,Fewer than 10,Urban area,Food or organic waste,Yes,Environmental or sustainability department,2,4,3,4,3,3,4,2,2,4,4,2,3,3,4,3,3,3,3,2,2,1,4,3,2,3,4,3,4,3,4,4,4,4,,5,3,3,4,3,5,4,5,4,3,4,4,5,,5,4,5,5,4,2,3,3,3,3,4,3,3,3.17,3.0,3.17,2.5,3.17,4.2,3.67,4.17,4.6,3.0,3.52
R0070,Healthcare,Large: 250 employees or more,11-20 years,250 or more,Semi-urban area,Food or organic waste,Not sure,Facility management team,3,4,2,1,3,2,1,3,2,2,2,3,3,3,1,3,3,3,4,3,4,3,3,3,4,3,4,4,4,3,3,3,3,2,3,3,5,3,3,3,3,2,4,4,5,3,4,3,3,3,5,4,4,4,1,2,3,2,3,3,3,3,2.5,2.17,2.67,3.33,3.67,2.83,3.17,3.83,3.83,2.5,3.11
R0071,Manufacturing,Micro: Fewer than 10 employees,Less than 3 years,Fewer than 10,Industrial area,Plastic waste,No,External waste-management agency,4,2,3,3,2,3,3,1,2,2,2,4,3,3,3,2,3,2,4,3,4,4,4,5,4,3,2,4,4,4,4,2,3,3,2,3,3,2,2,3,2,4,5,3,4,3,4,4,3,4,2,3,4,3,2,2,2,1,2,2,2,2,2.83,2.33,2.67,4.0,3.5,2.83,2.67,3.83,3.17,1.88,3.09
R0072,Manufacturing,Micro: Fewer than 10 employees,11-20 years,Fewer than 10,Industrial area,Mixed municipal waste,Not sure,External waste-management agency,2,3,4,3,2,2,4,3,2,3,3,3,4,3,2,2,3,4,2,4,2,2,3,3,1,3,2,3,3,2,3,2,1,3,2,1,3,3,4,3,3,4,3,3,3,5,4,4,3,2,3,4,3,3,2,3,2,3,3,4,2,2,2.67,3.0,3.0,2.67,2.33,2.0,3.33,3.67,3.0,2.62,2.85
R0073,Hospitality/Services,Large: 250 employees or more,Less than 3 years,250 or more,Urban area,Mixed municipal waste,No,Operations department,2,3,3,2,4,3,2,2,2,3,2,3,2,4,5,4,4,4,3,3,5,3,3,3,3,3,3,2,3,2,2,1,3,3,3,2,4,1,3,3,2,3,4,4,3,3,3,2,3,4,4,4,4,4,5,5,3,4,4,4,3,3,2.83,2.33,3.83,3.33,2.67,2.33,2.67,3.17,3.83,3.88,3.0
R0074,Information Technology,Large: 250 employees or more,6-10 years,250 or more,Urban area,Mixed municipal waste,Under development,Operations department,3,3,4,3,3,3,2,2,3,4,2,3,5,4,4,4,3,4,4,4,4,3,4,4,4,3,4,5,3,3,3,4,3,4,4,3,3,4,5,3,4,5,4,3,4,3,3,3,5,4,4,4,5,5,3,4,2,4,3,3,3,3,3.17,2.67,4.0,3.83,3.67,3.5,4.0,3.33,4.5,3.12,3.63
R0075,Information Technology,Medium: 50-249 employees,3-5 years,50-99,Semi-urban area,Paper and cardboard,Under development,Environmental or sustainability department,2,2,2,1,1,3,3,3,3,3,4,2,3,3,3,4,3,4,3,4,2,3,2,2,4,5,4,4,4,4,3,3,4,3,4,3,4,3,4,3,3,4,4,3,4,3,3,4,5,5,3,3,4,4,3,3,3,3,2,2,2,3,1.83,3.0,3.33,2.67,4.17,3.33,3.5,3.5,4.0,2.62,3.26
R0076,Hospitality/Services,Medium: 50-249 employees,11-20 years,100-249,Commercial area,Mixed municipal waste,Under development,External waste-management agency,5,4,3,3,3,4,4,3,2,3,4,3,4,3,3,3,4,3,3,5,2,3,2,3,3,4,3,3,3,4,4,4,4,2,4,4,2,3,5,2,4,3,4,3,5,4,4,4,4,4,4,4,3,4,3,2,3,2,3,2,3,3,3.67,3.17,3.33,3.0,3.33,3.67,3.17,4.0,3.83,2.62,3.46
R0077,Retail,Small: 10-49 employees,3-5 years,10-49,Semi-urban area,Mixed municipal waste,Yes,Operations department,4,3,4,3,3,2,4,5,5,5,5,5,1,5,3,4,4,3,4,3,5,4,4,4,3,4,3,3,,3,3,3,4,2,2,2,4,2,3,3,3,4,3,4,4,4,4,4,3,5,3,3,3,4,3,4,5,3,3,4,4,3,3.17,4.83,3.33,4.0,3.2,2.67,3.17,3.83,3.5,3.62,3.52
R0078,Information Technology,Medium: 50-249 employees,3-5 years,50-99,Urban area,Mixed municipal waste,Under development,Facility management team,3,4,5,3,3,4,3,3,3,4,4,4,3,2,2,3,3,3,4,3,3,3,4,4,4,3,4,4,4,3,3,3,4,3,2,3,3,5,4,3,4,4,4,3,3,4,3,4,4,3,3,3,3,4,3,3,3,4,4,4,3,3,3.67,3.5,2.67,3.5,3.67,3.0,3.83,3.5,3.33,3.38,3.41
R0079,Manufacturing,Large: 250 employees or more,6-10 years,100-249,Industrial area,Paper and cardboard,Not sure,Facility management team,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
R0080,Manufacturing,Medium: 50-249 employees,3-5 years,50-99,Industrial area,Paper and cardboard,Not sure,External waste-management agency,3,3,4,3,4,3,2,4,3,3,5,4,3,3,3,3,4,4,3,3,3,2,3,2,3,3,3,3,3,2,4,3,4,3,3,3,3,1,3,1,3,2,3,3,1,3,3,2,4,4,3,4,3,4,2,2,3,3,1,3,2,3,3.33,3.5,3.33,2.67,2.83,3.33,2.17,2.5,3.67,2.38,3.04
R0081,Retail,Large: 250 employees or more,6-10 years,250 or more,Urban area,Paper and cardboard,Not sure,Facility management team,3,5,4,4,3,5,5,5,4,4,4,4,3,3,3,3,4,4,4,2,2,4,3,3,2,4,3,3,2,3,4,5,4,3,4,3,4,3,4,2,3,2,4,4,3,4,3,4,3,4,4,4,4,4,3,4,4,3,3,3,4,3,4.0,4.33,3.33,3.0,2.83,3.83,3.0,3.67,3.83,3.38,3.54
R0082,Retail,Medium: 50-249 employees,3-5 years,50-99,Urban area,Paper and cardboard,Not sure,Facility management team,3,3,3,4,3,3,,3,2,4,3,3,4,5,4,3,5,4,3,4,4,5,5,4,3,2,2,3,3,3,4,3,4,3,3,4,,4,4,3,4,4,4,3,4,3,3,5,3,4,3,4,3,4,4,5,4,1,4,5,4,5,3.17,3.0,4.17,4.17,2.67,3.5,3.8,3.67,3.5,4.0,3.52
R0083,Retail,Micro: Fewer than 10 employees,Less than 3 years,Fewer than 10,Commercial area,Paper and cardboard,No,External waste-management agency,4,4,4,4,4,4,3,4,3,2,3,3,3,3,2,3,3,3,1,2,1,2,3,1,3,2,4,4,4,2,4,4,4,5,4,3,1,2,2,4,4,2,3,5,4,3,4,4,3,4,3,3,4,3,5,3,4,3,3,4,4,3,4.0,3.0,2.83,1.67,3.17,4.0,2.5,3.83,3.33,3.62,3.15
R0084,Information Technology,Medium: 50-249 employees,3-5 years,50-99,Urban area,Food or organic waste,No,External waste-management agency,3,3,3,3,3,3,1,4,3,3,2,2,2,3,3,3,3,4,4,3,4,4,5,3,5,3,3,4,4,2,3,3,2,4,4,4,3,3,3,2,2,3,4,2,3,4,3,3,3,3,3,3,4,2,3,2,4,3,2,4,2,4,3.0,2.5,3.0,3.83,3.5,3.33,2.67,3.17,3.0,3.0,3.11
R0085,Manufacturing,Micro: Fewer than 10 employees,3-5 years,Fewer than 10,Industrial area,Mixed municipal waste,No,Operations department,3,2,4,3,3,3,3,,3,4,4,4,4,3,4,4,4,3,3,3,4,4,3,3,2,3,2,2,2,3,2,3,3,3,3,1,3,2,4,3,3,3,3,4,4,4,4,3,2,2,3,3,4,2,2,2,,3,4,1,3,3,3.0,3.6,3.67,3.33,2.33,2.5,3.0,3.67,2.67,2.57,3.09
R0086,Information Technology,Micro: Fewer than 10 employees,11-20 years,Fewer than 10,Urban area,Mixed municipal waste,Yes,Operations department,2,2,3,3,2,3,3,4,4,5,3,4,5,3,4,5,4,4,4,5,5,3,4,5,5,4,3,4,5,4,5,3,3,4,5,5,3,4,3,4,4,3,4,4,4,4,3,5,4,3,3,4,4,3,3,3,3,3,3,4,4,3,2.5,3.83,4.17,4.33,4.17,4.17,3.5,4.0,3.5,3.25,3.8
R0087,Manufacturing,Micro: Fewer than 10 employees,11-20 years,Fewer than 10,Industrial area,Paper and cardboard,Not sure,Operations department,2,3,3,4,2,4,3,3,4,4,4,5,4,4,3,3,2,4,4,4,4,5,4,3,2,3,2,4,3,2,3,3,4,2,2,3,2,2,3,3,2,2,4,4,2,3,4,4,3,4,4,3,2,2,2,3,3,3,2,3,2,1,3.0,3.83,3.33,4.0,2.67,2.83,2.33,3.5,3.0,2.38,3.17
R0088,Information Technology,Micro: Fewer than 10 employees,3-5 years,Fewer than 10,Commercial area,Paper and cardboard,Under development,Operations department,4,4,3,3,2,3,3,3,3,5,4,3,2,3,4,3,4,4,4,5,4,4,5,3,2,5,3,3,3,3,3,4,4,4,5,4,3,3,4,3,,3,2,2,4,4,3,3,4,5,5,4,4,4,2,3,3,3,4,4,4,2,3.17,3.5,3.33,4.17,3.17,4.0,3.2,3.0,4.33,3.12,3.54
R0089,Manufacturing,Large: 250 employees or more,11-20 years,250 or more,Industrial area,Mixed municipal waste,Under development,Environmental or sustainability department,2,3,3,2,2,4,3,3,3,4,2,3,2,3,3,3,3,2,4,4,4,5,2,3,3,3,3,4,3,3,4,3,4,4,4,5,3,3,4,3,4,2,3,3,1,2,3,3,4,4,3,3,4,3,4,3,3,3,,2,3,2,2.67,3.0,2.67,3.67,3.17,4.0,3.17,2.5,3.5,2.86,3.15
R0090,Information Technology,Medium: 50-249 employees,3-5 years,100-249,Commercial area,Food or organic waste,Under development,Environmental or sustainability department,4,4,5,3,3,5,4,3,3,4,4,3,4,4,4,4,4,4,4,3,3,3,4,4,3,4,5,3,3,4,5,4,5,3,3,4,3,3,4,3,3,3,3,3,3,4,3,3,2,2,3,4,2,4,2,2,3,3,3,3,3,3,4.0,3.5,4.0,3.5,3.67,4.0,3.17,3.17,2.83,2.75,3.54
R0091,Healthcare,Medium: 50-249 employees,11-20 years,50-99,Urban area,Plastic waste,Under development,Operations department,3,3,4,2,4,4,3,3,4,3,2,3,4,5,5,4,5,3,4,,3,4,,3,4,4,3,3,4,4,3,2,3,3,3,3,4,5,4,4,4,4,4,4,5,4,4,4,3,4,3,,2,3,3,2,4,4,4,2,4,4,3.33,3.0,4.33,3.5,3.67,2.83,4.17,4.17,3.0,3.38,3.56
R0092,Retail,Large: 250 employees or more,3-5 years,250 or more,Commercial area,Plastic waste,Under development,Facility management team,4,4,4,4,3,3,5,3,3,3,4,5,3,2,3,3,3,2,4,4,2,4,4,4,4,3,3,4,3,4,5,4,3,4,4,3,3,4,3,4,5,4,3,4,2,2,2,3,4,4,4,4,5,5,3,3,3,2,3,3,3,3,3.67,3.83,2.67,3.67,3.5,3.83,3.83,2.67,4.33,2.88,3.56
R0093,Manufacturing,Micro: Fewer than 10 employees,Less than 3 years,Fewer than 10,Urban area,Food or organic waste,Under development,External waste-management agency,2,3,3,2,4,3,1,2,4,4,2,2,3,3,4,3,3,4,3,2,2,3,3,2,3,3,3,3,4,4,3,3,3,2,,3,2,3,3,3,2,2,3,4,4,3,4,3,2,2,3,3,4,3,2,3,1,3,3,3,2,3,2.83,2.5,3.33,2.5,3.33,2.8,2.5,3.5,2.83,2.5,2.9
R0094,Manufacturing,Small: 10-49 employees,3-5 years,10-49,Industrial area,Plastic waste,Not sure,External waste-management agency,3,4,4,4,3,4,3,3,3,3,3,3,3,3,3,2,3,3,4,4,4,2,2,3,2,2,2,3,3,3,3,3,5,3,3,3,3,4,4,3,3,4,2,4,2,4,2,3,4,4,3,3,4,2,3,3,3,3,3,2,3,3,3.67,3.0,2.83,3.17,2.5,3.33,3.5,2.83,3.33,2.88,3.13
R0095,Retail,Micro: Fewer than 10 employees,6-10 years,Fewer than 10,Semi-urban area,Plastic waste,No,External waste-management agency,4,4,5,5,2,5,4,3,5,3,4,5,2,3,3,2,3,2,5,5,3,3,5,4,3,3,3,3,3,2,4,1,3,1,3,2,2,3,4,4,4,3,2,3,1,3,2,2,4,3,3,2,3,3,4,4,4,3,4,3,4,3,4.17,4.0,2.5,4.17,2.83,2.33,3.33,2.17,3.0,3.62,3.17
R0096,Manufacturing,Micro: Fewer than 10 employees,Less than 3 years,Fewer than 10,Industrial area,Plastic waste,Not sure,External waste-management agency,3,4,3,4,4,4,4,3,4,2,3,2,2,2,2,3,2,2,3,2,2,3,3,2,2,3,3,2,3,3,3,3,2,3,2,2,3,3,3,2,3,3,3,3,2,3,3,3,2,2,2,2,2,3,4,3,5,3,4,3,3,3,3.67,3.0,2.17,2.5,2.67,2.5,2.83,2.83,2.17,3.5,2.7
R0097,Manufacturing,Micro: Fewer than 10 employees,6-10 years,Fewer than 10,Semi-urban area,Plastic waste,No,External waste-management agency,3,3,4,4,3,5,2,3,4,4,3,3,3,2,3,3,2,3,3,4,,3,4,4,1,2,2,3,3,2,2,3,3,2,,3,2,1,2,3,2,1,2,4,2,3,3,2,2,3,2,2,3,2,3,3,3,4,2,3,3,2,3.67,3.17,2.67,3.6,2.17,2.6,1.83,2.67,2.33,2.88,2.75
R0098,Information Technology,Micro: Fewer than 10 employees,Less than 3 years,Fewer than 10,Commercial area,Mixed municipal waste,No,External waste-management agency,1,3,2,2,3,3,2,3,3,2,2,4,4,4,5,4,5,4,2,3,1,2,2,3,3,2,3,2,2,3,3,2,3,2,2,1,2,1,3,2,2,3,2,3,3,3,3,2,1,3,3,3,2,2,2,3,2,3,3,4,4,3,2.33,2.67,4.33,2.17,2.5,2.17,2.17,2.67,2.33,3.0,2.59
R0099,Manufacturing,Large: 250 employees or more,11-20 years,250 or more,Commercial area,Mixed municipal waste,Under development,Operations department,4,3,4,4,2,3,2,4,3,2,4,2,4,4,3,3,4,3,3,3,3,4,4,3,4,4,3,4,4,4,4,4,3,4,3,4,4,3,4,3,4,3,3,3,4,3,4,3,5,4,4,3,5,4,3,3,5,4,4,4,3,3,3.33,2.83,3.5,3.33,3.83,3.67,3.5,3.33,4.17,3.62,3.5
R0100,Manufacturing,Micro: Fewer than 10 employees,Less than 3 years,10-49,Urban area,Paper and cardboard,No,External waste-management agency,3,3,4,3,3,3,3,3,4,4,3,4,3,4,2,3,3,4,2,3,3,2,3,3,3,4,2,4,2,4,3,4,2,5,4,3,3,3,3,4,3,3,4,4,3,4,4,5,4,3,2,3,4,3,4,3,3,3,2,3,4,4,3.17,3.5,3.17,2.67,3.17,3.5,3.17,4.0,3.17,3.25,3.28
R0101,Retail,Large: 250 employees or more,6-10 years,250 or more,Urban area,Paper and cardboard,No,Environmental or sustainability department,4,1,3,3,4,3,5,5,4,2,3,4,3,2,3,3,2,3,3,3,3,3,4,5,2,2,3,2,2,2,4,5,3,3,4,4,4,4,3,4,4,5,3,3,3,4,3,2,3,5,3,2,3,3,2,3,5,4,2,2,3,2,3.0,3.83,2.67,3.5,2.17,3.83,4.0,3.0,3.17,2.88,3.24
R0102,Retail,Large: 250 employees or more,11-20 years,250 or more,Commercial area,Mixed municipal waste,Yes,Environmental or sustainability department,4,3,2,2,3,4,3,4,4,4,3,4,4,5,5,4,5,5,3,3,3,4,3,4,4,3,3,4,4,3,4,4,4,4,5,4,4,4,2,2,3,2,4,4,4,3,5,4,5,3,4,4,5,3,4,2,3,3,2,3,3,3,3.0,3.67,4.67,3.33,3.5,4.17,2.83,4.0,4.0,2.88,3.69
R0103,Retail,Medium: 50-249 employees,6-10 years,100-249,Urban area,Mixed municipal waste,Not sure,External waste-management agency,4,4,4,5,3,3,4,4,1,3,3,4,3,3,4,,5,4,3,2,2,2,4,2,4,4,3,4,4,3,4,3,5,4,3,3,4,4,5,4,4,5,4,3,4,3,3,3,3,3,3,4,3,3,5,2,3,2,2,3,3,3,3.83,3.17,3.8,2.5,3.67,3.67,4.33,3.33,3.17,2.88,3.5
R0104,Healthcare,Medium: 50-249 employees,11-20 years,50-99,Urban area,Mixed municipal waste,Yes,Facility management team,3,4,4,3,3,4,4,3,3,3,4,3,3,4,4,5,5,3,3,3,3,4,4,3,2,4,4,3,3,4,3,4,3,4,4,4,4,2,3,4,3,4,5,3,5,4,5,4,3,2,2,4,3,3,4,2,3,2,3,3,4,2,3.5,3.33,4.0,3.33,3.33,3.67,3.33,4.33,2.83,2.88,3.52
R0105,Healthcare,Small: 10-49 employees,Less than 3 years,10-49,Commercial area,Mixed municipal waste,Not sure,Facility management team,2,2,2,2,2,3,3,4,3,3,3,2,4,4,3,2,3,4,2,3,3,2,2,3,5,4,5,4,3,2,4,3,3,4,4,5,2,2,2,3,3,2,3,1,3,4,4,3,2,1,2,2,3,2,3,4,4,3,3,3,4,3,2.17,3.0,3.33,2.5,3.83,3.83,2.33,3.0,2.0,3.38,2.89
R0106,Retail,Small: 10-49 employees,6-10 years,50-99,Urban area,Paper and cardboard,No,Operations department,4,4,3,3,3,3,4,4,4,3,4,4,5,4,4,3,4,2,3,4,2,2,4,1,3,2,4,3,3,4,2,2,2,3,2,3,4,3,3,2,2,4,3,3,4,4,4,3,3,3,3,3,3,3,2,1,2,2,2,2,2,3,3.33,3.83,3.67,2.67,3.17,2.33,3.0,3.5,3.0,2.0,3.17
R0107,Retail,Small: 10-49 employees,11-20 years,10-49,Semi-urban area,Plastic waste,Not sure,External waste-management agency,3,4,2,3,3,4,3,4,3,2,3,4,3,4,3,3,2,3,3,2,3,2,3,2,3,3,5,3,5,3,3,3,3,3,3,2,4,4,5,3,5,4,5,4,4,4,5,4,3,2,3,4,3,4,3,2,2,3,2,4,3,3,3.17,3.17,3.0,2.5,3.67,2.83,4.17,4.33,3.17,2.75,3.33
R0108,Manufacturing,Medium: 50-249 employees,3-5 years,100-249,Industrial area,Mixed municipal waste,Not sure,Environmental or sustainability department,3,3,3,3,3,4,3,3,3,3,4,4,3,3,2,3,4,3,4,4,3,4,3,3,3,3,3,4,2,3,3,4,3,2,4,2,3,4,5,4,5,4,2,2,2,2,4,3,4,4,3,5,4,3,3,4,4,4,2,4,3,1,3.17,3.33,3.0,3.5,3.0,3.0,4.17,2.5,3.83,3.12,3.28
